__EMPTY,Cliente master,Id cliente,Cliente,Cnpj,Status cliente,Classificação,Time,Cidade do cliente,UF,distancia_postgis_km,Distância em KM,latitude,longitude
266,,766,volplan transportes ltda,07.268.462/0001-33,Churn,MEDIAS EMPRESAS,LUCAN,Fazenda Rio Grande,PR,80.53778134686,90,-25.645841,-49.3126653
267,,3075,METALURGICA EXPOENTE LTDA,85.498.509/0001-69,Churn,MEDIAS EMPRESAS,GAHERIS,Fazenda Rio Grande,PR,80.70944346508,90,-25.645841,-49.3126653
268,MILENIUM TRANSPORTES,3061,Milenium transportes,00.091.369/0001-57,Recorrente,MEDIAS EMPRESAS,GAHERIS,Fazenda Rio Grande,PR,81.14825583153,90,-25.645841,-49.3126653
274,,3088,NE Transportes,11.519.155/0001-55,Recorrente,MEDIAS EMPRESAS,LUCAN,Fazenda Rio Grande,PR,82.65547718186,90,-25.645841,-49.3126653
275,,11,MENDES & KOCH LTDA,74.006.115/0001-20,Ativo,MEDIAS EMPRESAS,BEDIVERE,Fazenda Rio Grande,PR,82.752849306,90,-25.645841,-49.3126653
269,,1790,FAROL INDUSTRIA E COMERCIO S.A.,02.391.271/0010-31,Churn,GRANDES EMPRESAS,CONSTANTINE,Camboriú,SC,81.29144510963,90,-27.0273601,-48.6535657
272,IMEDIATO NEXWAY,1452,IMEDIATO - CD PARANAGUÁ,49.151.483/0009-71,Ativo,ENTERPRISE,GALAHAD,Paranaguá,PR,82.63088586382,90,-25.5148822,-48.5226695
312,,155,Ronconi Transportes,38.488.635/0001-52,Desistente,,,Paranaguá,PR,88.06756165507001,90,-25.5148822,-48.5226695
313,,2215,COPADUBO TRANSPORTES E LOGISTICA S/A,84.943.430/0001-37,,,,Paranaguá,PR,88.06756165507001,90,-25.5148822,-48.5226695
314,,5569,CAP Logística Frigorificada S.A.,02.956.834/0002-81,Inativo,MEDIAS EMPRESAS,LAMORAK,Paranaguá,PR,88.06756165507001,90,-25.5148822,-48.5226695
315,,72,TRANSPORTES PESADOS BLUMENAU,02.878.188/0001-09,,,,Paranaguá,PR,88.06756165507001,90,-25.5148822,-48.5226695
343,,596,Transportadora Isogama,06.312.039/0001-20,Churn,MEDIAS EMPRESAS,LUCAN,Paranaguá,PR,88.3630148898,90,-25.5148822,-48.5226695
290,,5857,CHOPP CATARINENSE - FILIAL BALNEARIO CAMBORIU,30.660.669/0004-13,Inativo,ROTA DE SUCESSO,BRASTIAS,Balneário Camboriú,SC,84.36338836994,90,-26.9924395,-48.6339782
298,,2157,Supermercados de Angelina LTDA,06.316.466/0002-68,,,,Balneário Camboriú,SC,85.57539260408,90,-26.9924395,-48.6339782
301,,4115,EQUIPAFACIL COMERCIO DE EQUIPAMENTOS LTDA,43.095.381/0001-42,Inativo,MEDIAS EMPRESAS,LANCELOT,Balneário Camboriú,SC,86.21237301005,90,-26.9924395,-48.6339782
302,,374,Bom Transporte Ltda,77.966.539/0001-24,Churn,MEDIAS EMPRESAS,LAMORAK,Curitiba,PR,86.49775798658001,90,-25.4295963,-49.2712724
303,,351,RODOVITOR TRANSPORTE E LOCAÇÃO DE VEÍCULOS,08.408.736/0002-96,Recorrente,GRANDES EMPRESAS,GAWAIN,Curitiba,PR,87.00624147905,90,-25.4295963,-49.2712724
304,,2403,Integra Brasil Transportes Ltda,09.395.767/0001-31,Recorrente,MEDIAS EMPRESAS,BEDIVERE,Curitiba,PR,87.29847998942999,90,-25.4295963,-49.2712724
306,Ouro Negro,22,TRANSPORTES OURO NEGRO LTDA,04.195.643/0001-99,Ativo,MEDIAS EMPRESAS,LAMORAK,Curitiba,PR,87.35860999429,90,-25.4295963,-49.2712724
307,Ouro Negro,4877,OURO NEGRO CURITIBA,04.195.643/0010-80,Ativo,MEDIAS EMPRESAS,LAMORAK,Curitiba,PR,87.37473259475,90,-25.4295963,-49.2712724
308,,4999,Transfera,00.456.712/0001-10,Inativo,ROTA DE SUCESSO,LEODAGAN,Curitiba,PR,87.37473259475,90,-25.4295963,-49.2712724
309,SAO GABRIEL TRANSPORTES - TRANSLOG,834,SAO GABRIEL TRANSPORTES - TRANSLOG,15.488.297/0001-53,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Curitiba,PR,87.42718436193,90,-25.4295963,-49.2712724
310,,4241,BR Aparas,43.099.426/0002-38,Inativo,MEDIAS EMPRESAS,BEDIVERE,Curitiba,PR,87.92837691757,90,-25.4295963,-49.2712724
344,,3090,Transporte Soares de Andrade Ltda,02.526.134/0001-76,Ativo,MEDIAS EMPRESAS,BEDIVERE,Curitiba,PR,88.36680008603,90,-25.4295963,-49.2712724
347,,4955,Frigorífico Argus LTDA,81.304.552/0001-95,Inativo,ROTA DE SUCESSO,BRASTIAS,Curitiba,PR,89.86617526158001,90,-25.4295963,-49.2712724
350,Jamef Transportes Ltda,5617,Jamef Transportes LTDA - Curitiba,20.147.617/0019-70,Ativo,ENTERPRISE,GALAHAD,Curitiba,PR,90.55344643661999,100,-25.4295963,-49.2712724
352,,1692,RODOBRAS TRANSPORTES,02.141.029/0001-19,Ativo,MEDIAS EMPRESAS,LUCAN,Curitiba,PR,91.03460072599,100,-25.4295963,-49.2712724
354,SELGEMAY,446,Transportes Maçaneiro LTDA,00.520.634/0003-37,Recorrente,MEDIAS EMPRESAS,BEDIVERE,Curitiba,PR,91.2113646933,100,-25.4295963,-49.2712724
357,,796,PLAV LOGÍSTICA AVANÇADA,02.002.453/0001-82,Ativo,MEDIAS EMPRESAS,PERCIVAL,Curitiba,PR,92.57301388205,100,-25.4295963,-49.2712724
359,,1164,MAB TRANSPORTES E LOGISTICA LTDA,08.106.118/0001-00,Inativo,MEDIAS EMPRESAS,LANCELOT,Curitiba,PR,92.95849175536,100,-25.4295963,-49.2712724
360,,182,MAXI TRUST - GRUPOS GERADORES,17.465.718/0001-56,Churn,MEDIAS EMPRESAS,GAHERIS,Curitiba,PR,93.01811927294001,100,-25.4295963,-49.2712724
361,,603,Transportadora Stl Logistica e Armazenagem LTDA,20.616.554/0001-25,Churn,MEDIAS EMPRESAS,PERCIVAL,Curitiba,PR,93.04467568084,100,-25.4295963,-49.2712724
377,,4453,BRAVOX TRANSPORTES,31.989.001/0002-15,Inativo,ROTA DE SUCESSO,LEODAGAN,Curitiba,PR,94.18594027034,100,-25.4295963,-49.2712724
378,,4062,SLM Comercio de Madeiras (Saligna),56.104.510/0001-63,Inativo,MEDIAS EMPRESAS,BEDIVERE,Curitiba,PR,94.40652333051999,100,-25.4295963,-49.2712724
380,,177,PMTRANS,39.373.213/0001-02,Recorrente,GRANDES EMPRESAS,BOORS,Curitiba,PR,94.57748268901,100,-25.4295963,-49.2712724
383,Buschle e Lepper,4144,Buschle & Lepper - Curitiba,84.684.471/0018-02,Ativo,MEDIAS EMPRESAS,LUCAN,Curitiba,PR,95.18954862510999,100,-25.4295963,-49.2712724
388,MASTERCARGO TRANSPORTES E LOGÍSTICA LTDA,1211,MASTERCARGO TRANSPORTES E LOGÍSTICA LTDA,73.260.390/0001-02,Recorrente,GRANDES EMPRESAS,GAWAIN,Curitiba,PR,96.2593099929,100,-25.4295963,-49.2712724
389,ADDIANTE SA,1913,ADDIANTE SA,48.430.290/0001-30,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Curitiba,PR,96.44731989633,100,-25.4295963,-49.2712724
394,,86,J Araujo e CIA Ltda.,78.144.839/0003-52,Ativo,MEDIAS EMPRESAS,PERCIVAL,Curitiba,PR,97.53035382673,100,-25.4295963,-49.2712724
395,,2062,RETORNO LEGAL TRANSPORTES E LOGISTICA LTDA,07.674.855/0001-47,Ativo,MEDIAS EMPRESAS,LUCAN,Curitiba,PR,97.71600678408001,100,-25.4295963,-49.2712724
396,,2892,becore logistica,47.764.976/0001-02,Ativo,MEDIAS EMPRESAS,GAHERIS,Curitiba,PR,98.15343250698999,100,-25.4295963,-49.2712724
399,,3361,ITJ FINGER TRANSPORTES LTDA (Transtry),19.578.006/0004-11,Churn,ROTA DE SUCESSO,LEODAGAN,Curitiba,PR,98.75421075922,100,-25.4295963,-49.2712724
400,Orbenk Administracao e Servicos Ltda,4450,Orbenk - JOINVILLE (SC),79.283.065/0001-41,Inativo,GRANDES EMPRESAS,CONSTANTINE,Curitiba,PR,98.86587620635001,100,-25.4295963,-49.2712724
401,,2815,novello import,10.785.546/0003-10,Recorrente,MEDIAS EMPRESAS,PERCIVAL,Curitiba,PR,101.02357625301,110,-25.4295963,-49.2712724
405,,2210,João Luiz,53.764.826/0001-93,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
406,,3308,Ginesio Transportes,09.224.038/0001-12,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
407,,3166,transaureo transportes,15.083.628/0001-75,Inativo,ROTA DE SUCESSO,LEODAGAN,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
408,,3116,VIOLETA TRANSPORTES,54.615.365/0001-50,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
409,,3651,RW8 Transportes,50.202.026/0001-90,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
410,,5799,RODOXISTO TRANSPORTES LTDA,18.542.151/0001-37,Inativo,ROTA DE SUCESSO,LEODAGAN,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
411,,1172,Paulo ricardo da silva,42.088.931/0001-33,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
412,,1173,LOGTECH - TRANSPORTES E LOGISTICA LTDA,50.993.986/0001-16,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
413,,2891,Hidropel,91.851.154/0001-42,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
414,,330,RTN EXPRESS,34.743.810/0001-50,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
415,,2814,Novello transportes,51.225.830/0001-58,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
416,,3920,STCP ENGENHARIA DE PROJETOS LTDA,81.188.542/0001-31,Inativo,ROTA DE SUCESSO,BRASTIAS,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
417,,3960,Innovale moveis,22.901.135/0001-60,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
418,,5887,ZALOG OPERADORA LOGISTICA LTDA,14.062.933/0001-18,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
419,,4069,rodorhotta transportes,54.027.201/0001-01,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
420,,1273,Alpha,04.654.990/0001-32,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
421,,2392,Transcotempo Transportes,36.600.687/0001-43,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
422,,2348,TransBeth Transportes,47.242.657/0001-29,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
423,,4344,Fotolux do Brasil Ltda,18.601.527/0001-37,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
424,,4351,Calmix Preparação de Argamassa e Concreto Ltda,76.257.468/0001-28,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
425,,5472,FOOD’N BOX,63.225.178/0001-50,Inativo,ROTA DE SUCESSO,BRASTIAS,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
426,,156,Goetze Lobato Engenharia S.A,89.952.709/0001-09,Ativo,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
427,,5259,Industria e Comercio de Gelo Moreira Ltda,81.469.082/0001-10,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
428,,2060,Transnone,05.901.381/0001-01,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
429,,4613,CONCORDE DISTRIBUIDORA,04.247.793/0001-07,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
430,,149,Nativa Transportes,13.819.724/0001-03,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
431,,144,RAY CARGO TRANSPORTES ROD LTDA,13.210.314/0001-60,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
432,,4940,Cassol Materiais de Construcao LTDA,75.400.218/0011-04,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
433,,133,MAURO AZEVEDO DA ROCHA TRANSPORTES ME,21.683.128/0001-77,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
434,RD International,5920,R & D INTERNATIONAL IMPORTADORA E EXPORTADORA LTDA - Curitiba,00.516.828/0006-01,,MEDIAS EMPRESAS,LAMORAK,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
435,,4963,Bananas Terra Nova,41.364.329/0001-19,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
436,,4994,RADIANTE ENGENHARIA SA,82.446.394/0001-70,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
437,,5191,Gelo Monte Evereste,17.796.313/0001-09,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
438,,113,Contabilista Suprimentos para Escritorio S.A,77.765.840/0001-70,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
439,,5157,OBDI LOCACAO DE VEICULOS LTDA,09.546.840/0001-29,,,,Curitiba,PR,101.1564002309,110,-25.4295963,-49.2712724
440,Orbenk Administracao e Servicos Ltda,4545,Orbenk - CURITIBA (PR),79.283.065/0003-03,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Curitiba,PR,101.16549282854,110,-25.4295963,-49.2712724
445,,4809,DISPACE DISTRIBUIDORA DE PEÇAS LTDA,02.686.338/0002-55,Inativo,MEDIAS EMPRESAS,BEDIVERE,Curitiba,PR,103.57173922265,110,-25.4295963,-49.2712724
446,,2433,COMBER LOGISTICA LTDA,05.094.194/0001-55,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Curitiba,PR,103.67087227313,110,-25.4295963,-49.2712724
447,,120,ABC CARGAS LTDA,01.703.312/0004-77,Churn,GRANDES EMPRESAS,SAGRAMORE,Curitiba,PR,104.91577485018,110,-25.4295963,-49.2712724
449,,218,SANTA FELICIDADE TRANSPORTE E LOGISTICA,77.728.145/0001-38,Recorrente,MEDIAS EMPRESAS,LANCELOT,Curitiba,PR,107.16239107985,110,-25.4295963,-49.2712724
345,,3673,TRANSPORTES ADRE LTDA,00.200.536/0001-50,Churn,ROTA DE SUCESSO,LEODAGAN,Brusque,SC,89.33270814225,90,-27.0964628,-48.9136323
373,,2130,Alessandro,52.542.122/0001-03,,,,Brusque,SC,94.18550488373,100,-27.0964628,-48.9136323
374,,5051,Gvt Transportes,29.167.793/0001-10,,,,Brusque,SC,94.18550488373,100,-27.0964628,-48.9136323
375,,245,TRANSBRASIL LOGISTICA E TRANSPORTES EIRELI LTDA,171763248,,,,Brusque,SC,94.18550488373,100,-27.0964628,-48.9136323
376,,778,TB LOG TRANSPORTES LTDA,38.594.139/0001-83,,,,Brusque,SC,94.18550488373,100,-27.0964628,-48.9136323
398,,3450,Arrazantty Fitness Ltda,00.275.963/0001-06,Inativo,MEDIAS EMPRESAS,BEDIVERE,Brusque,SC,98.60464396212,100,-27.0964628,-48.9136323
346,,23,TRANSPORTADORA SULISTA SA,76.104.397/0001-23,Recorrente,GRANDES EMPRESAS,SAGRAMORE,Piraquara,PR,89.57914593646,90,-25.4423273,-49.0604473
349,,1862,PORTOMADEIRO LOGISTICA PORTUARIA LTDA,52.680.511/0001-03,Churn,MEDIAS EMPRESAS,PERCIVAL,Antonina,PR,89.96955556314,90,-25.4298854,-48.7125431
355,,5847,Transportes Poffo,08.272.823/0001-88,Inativo,ROTA DE SUCESSO,LEODAGAN,Rodeio,SC,91.25170664325,100,-26.9233304,-49.3685354
356,,1864,D&D LOGISTICA E TRANSPORTE LTDA,82.397.068/0001-10,Inativo,MEDIAS EMPRESAS,GAHERIS,Araucária,PR,92.38392643668,100,-25.5861107,-49.4051209
362,,821,VIA DUPLA TRANSPORTES,78.141.694/0001-74,,,,Araucária,PR,93.25053473034001,100,-25.5861107,-49.4051209
363,GP Distribuidora de Combustíveis,5922,GP Distribuidora de Combustíveis S/A | Araucária,03.609.381/0002-07,,ROTA DE SUCESSO,BRASTIAS,Araucária,PR,93.25053473034001,100,-25.5861107,-49.4051209
364,,2826,BBC Log,14.148.309/0001-38,,,,Araucária,PR,93.25053473034001,100,-25.5861107,-49.4051209
365,,5685,DM DO BRASIL LTDA,20.161.973/0001-10,,,,Araucária,PR,93.25053473034001,100,-25.5861107,-49.4051209
366,,5928,BWT Transportes,25.102.812/0001-79,,,,Araucária,PR,93.25053473034001,100,-25.5861107,-49.4051209
367,,105,Expresso 3300,12.387.803/0001-20,Churn,GRANDES EMPRESAS,SAGRAMORE,Araucária,PR,93.25053473034001,100,-25.5861107,-49.4051209
368,,410,IG Transportes Ltda,18.336.426/0001-86,,,,Araucária,PR,93.25053473034001,100,-25.5861107,-49.4051209
369,TRANSPORTADORA REAL 94,2834,Transportadora Real 94 LTDA,00.367.894/0014-77,Churn,GRANDES EMPRESAS,BOORS,Araucária,PR,93.25053473034001,100,-25.5861107,-49.4051209
370,AGAÉ BETUNEL,1098,AGAÉ ARAUCÁRIA,43.998.509/0008-54,Recorrente,GRANDES EMPRESAS,SAGRAMORE,Araucária,PR,93.67886047421,100,-25.5861107,-49.4051209
371,VITRASA TRANSPORTES LTDA,991,VITRASA TRANSPORTES LTDA,58.581.653/0005-15,Recorrente,MEDIAS EMPRESAS,GAHERIS,Araucária,PR,93.6925001889,100,-25.5861107,-49.4051209
372,,4956,PONTUAL BRASIL PETROLEO LTDA,02.886.685/0001-40,Recorrente,MEDIAS EMPRESAS,LAMORAK,Araucária,PR,94.17450774287,100,-25.5861107,-49.4051209
379,,3066,Greca Transportes de Carga LTDA,00.242.640/0001-08,Inativo,GRANDES EMPRESAS,BOORS,Araucária,PR,94.57165662634,100,-25.5861107,-49.4051209
381,Kona Transportes,2431,Kona Transportes - Araucária,39.801.920/0002-25,Recorrente,MEDIAS EMPRESAS,BEDIVERE,Araucária,PR,94.80775825744,100,-25.5861107,-49.4051209
382,,2789,Campodoro Transportes,32.461.149/0001-64,Churn,GRANDES EMPRESAS,CONSTANTINE,Araucária,PR,94.97202168847001,100,-25.5861107,-49.4051209
385,,187,Cia Verde Logística,07.298.131/0004-99,Churn,,,Araucária,PR,95.47932900754999,100,-25.5861107,-49.4051209
384,,3240,Ambiental,03.094.629/0001-36,Ativo,ROTA DE SUCESSO,BRASTIAS,Itapema,SC,95.44905263516999,100,-27.09472,-48.6137778
387,,3329,Chopp Dalla Itapema,27.737.133/0001-00,,,,Itapema,SC,96.25475692571999,100,-27.09472,-48.6137778
386,,1822,GELOTECH SOLUÇÕES TÉRMICAS,13.549.636/0001-39,Churn,MEDIAS EMPRESAS,LUCAN,Pinhais,PR,95.76533830975,100,-25.4443488,-49.1900307
390,,4111,DVN COMERCIO DE PRODUTOS SIDERURGICOS,02.538.202/0001-17,,,,Pinhais,PR,96.75618221817,100,-25.4443488,-49.1900307
391,,4556,Lvz Transportes e Logistica LTDA,17.148.183/0001-90,Inativo,ROTA DE SUCESSO,LEODAGAN,Pinhais,PR,96.75618221817,100,-25.4443488,-49.1900307
392,TRANSPANORAMA,1102,TRANSPANORAMA - RENATA ALCANTARA - OP. DEDICADA.,01.937.440/0008-32,Ativo,GRANDES EMPRESAS,YVAIN,Pinhais,PR,96.85756133288,100,-25.4443488,-49.1900307
393,TRANSPANORAMA,1166,TRANSPANORAMA - ALESSANDRO SILVA - OP. DEDICADA.,01.937.440/0004-85,Ativo,GRANDES EMPRESAS,YVAIN,Pinhais,PR,97.11384615704999,100,-25.4443488,-49.1900307
397,,5520,Mega Brasil Dist. de Genêros Alimentícios Eireli(Adega Brasil),26.312.724/0001-64,Ativo,ROTA DE SUCESSO,BRASTIAS,Pinhais,PR,98.29883394326001,100,-25.4443488,-49.1900307
402,,77,GVM LOGISTICA LTDA,05.594.946/0001-47,Churn,MEDIAS EMPRESAS,GAHERIS,Quatro Barras,PR,101.15335385053,110,-25.3708987,-49.0745672
403,,3390,logdisul transportes,28.414.240/0001-51,,,,Quatro Barras,PR,101.15335385053,110,-25.3708987,-49.0745672
404,,4423,Leal transportes,59.684.369/0001-03,,,,Quatro Barras,PR,101.15335385053,110,-25.3708987,-49.0745672
441,,3364,Cobal Transportes,09.480.424/0001-75,Churn,ROTA DE SUCESSO,LEODAGAN,Colombo,PR,102.29272011243,110,-25.2925439,-49.2243472
443,,2313,Hobi S/A Mineração de Areia e Concreto,81.639.791/0001-04,Inativo,GRANDES EMPRESAS,YVAIN,Colombo,PR,102.58886203718,110,-25.2925439,-49.2243472
448,,459,TRANSPORTADORA NOSSA SENHORA DE CARAVAGGIO,81.718.751/0001-40,Ativo,MEDIAS EMPRESAS,GAHERIS,Colombo,PR,104.93117582897,110,-25.2925439,-49.2243472
451,,246,Roto Fermax do Brasil LTDA,76.029.180/0001-04,Churn,MEDIAS EMPRESAS,PERCIVAL,Colombo,PR,109.53501746168,110,-25.2925439,-49.2243472
459,,1512,J&S Soluções Logistica,10.878.872/0001-00,,,,Colombo,PR,113.71939860899,120,-25.2925439,-49.2243472
460,,5596,Join Transportes,86.906.583/0001-30,,,,Colombo,PR,113.71939860899,120,-25.2925439,-49.2243472
461,,4592,VERSATIL EQUIPAMENTOS LTDA,82.277.377/0001-57,Inativo,ROTA DE SUCESSO,LEODAGAN,Colombo,PR,113.71939860899,120,-25.2925439,-49.2243472
462,,4471,NACIOPETRO DISTRUBUIDORA DE PETROLEO LTDA,00.230.384/0001-39,,,,Colombo,PR,113.71939860899,120,-25.2925439,-49.2243472
463,,2290,Verduranet,14.475.006/0001-20,,,,Colombo,PR,113.71939860899,120,-25.2925439,-49.2243472
464,,2590,ELENICE BELLE PRANDO BIER,07.123.379/0001-76,,,,Colombo,PR,113.71939860899,120,-25.2925439,-49.2243472
465,,1481,TrBaldo Log,00.754.828/0001-35,,,,Colombo,PR,113.71939860899,120,-25.2925439,-49.2243472
466,,5141,TD TRANSPORTES E LOCAÇÕES,23.878.001/0001-39,,,,Colombo,PR,113.71939860899,120,-25.2925439,-49.2243472
467,,3529,cargosoft,05.443.883/0001-28,,,,Colombo,PR,113.71939860899,120,-25.2925439,-49.2243472
468,,1510,SU DAG ASSESSORIA LTDA,48.953.636/0001-84,,,,Colombo,PR,113.71939860899,120,-25.2925439,-49.2243472
442,TRANSPORTES CORDENONSI LTDA,265,TRANSPORTES CORDENONSI LTDA - SP,75.818.849/0003-38,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Campina Grande do Sul,PR,102.2969744989,110,-25.3046032,-49.0545355
444,,110,Granhouse,23.694.348/0001-21,Churn,MEDIAS EMPRESAS,LUCAN,Porto Belo,SC,102.83321470657,110,-27.1542415,-48.5424395
450,,564,Be Back Logistica Reversa LTDA,32.496.700/0001-05,Churn,MEDIAS EMPRESAS,LAMORAK,Balsa Nova,PR,108.78277207074,110,-25.5842234,-49.6312741
452,,5636,Trans Stica Transportes,04.098.837/0001-76,,,,Lapa,PR,109.62622212318,110,-25.76709,-49.716777
453,,5025,COMERCIO DE TINTA E MATERIAL ELÉTRICO E HIDRAULICO VERGINIA LTDA,84.866.342/0008-55,Recorrente,MEDIAS EMPRESAS,PERCIVAL,Campo Magro,PR,110.24970574987,120,-25.3691533,-49.4496921
454,,5362,TCA TRANSPORTES,85.165.678/0001-87,Ativo,ROTA DE SUCESSO,LEODAGAN,Tijucas,SC,110.64009219789,120,-27.239404,-48.6353696
455,OPERAÇÕES AMBEV - AVILAN,500,AVILAN TRANSPORTES,85.177.814/0001-59,Ativo,GRANDES EMPRESAS,GAWAIN,Tijucas,SC,111.59698759955,120,-27.239404,-48.6353696
456,,1959,ZOCOMO TRANSPORTES,38.179.493/0001-41,,,,Tijucas,SC,111.59698759955,120,-27.239404,-48.6353696
457,,96,PRLOG Logística e Transporte,08.306.731/0001-71,,,,Campo Largo,PR,111.88923390093,120,-25.4597726,-49.5270851
458,,2386,TR Reubem Ltda,48.689.926/0001-62,,,,Campo Largo,PR,111.88923390093,120,-25.4597726,-49.5270851
470,,314,Gobor Transporte e Logistica,77.505.550/0001-97,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Campo Largo,PR,114.51013869285,120,-25.4597726,-49.5270851
469,,3981,JOSÉ LEANDRO GORAS ME,03.684.519/0001-24,,,,Almirante Tamandaré,PR,113.79707746431,120,-25.3133048,-49.2997838
471,,208,VIDA NOVA PAPEIS,04.640.732/0001-05,Churn,MEDIAS EMPRESAS,PERCIVAL,Lontras,SC,119.07793483011,120,-27.1679891,-49.5424602
472,,801,Plast Hang,86.799.939/0001-83,,,,Lontras,SC,122.99788908424,130,-27.1679891,-49.5424602
473,,398,TRANSPORTES BONTORIN LTDA,81.429.755/0001-08,Ativo,MEDIAS EMPRESAS,GAHERIS,Rio Branco do Sul,PR,126.62024498632,130,-25.1885374,-49.3119082
474,,3788,Aires Tavares Transportes Rodoviarios Eireli,29.316.302/0001-55,,,,Rio Branco do Sul,PR,127.43576449771,130,-25.1885374,-49.3119082
475,RODAN COMERCIO DE PECAS E IMPLEMENTOS DE TRANSPORTES S/A,2949,RODAN COM DE PECAS E IMPL DE TRANSPORTE S/A - RIO DO SUL,77.859.437/0003-71,Recorrente,GRANDES EMPRESAS,GAWAIN,Rio do Sul,SC,131.98090095793,140,-27.2162607,-49.643654
476,,569,Xaplog Transportes,16.810.613/0001-24,Ativo,MEDIAS EMPRESAS,LANCELOT,Biguaçu,SC,137.63107961637,140,-27.4961076,-48.654111
477,,1270,TORNADO OPERADOR LOGÍSTICO LTDA,00.165.030/0001-58,Ativo,ROTA DE SUCESSO,HECTOR,Biguaçu,SC,137.66196298983,140,-27.4961076,-48.654111
478,,1301,Attitude transportes,33.512.943/0001-52,Recorrente,GRANDES EMPRESAS,BOORS,Biguaçu,SC,137.8507692105,140,-27.4961076,-48.654111
481,,2298,GAS TRANSPORTES LTDA,28.803.132/0001-70,,,,Biguaçu,SC,139.31852896566,140,-27.4961076,-48.654111
482,Bulky Log,5657,Bulky Log Transportes Ltda - Biguaçu,32.705.849/0022-81,,ROTA DE SUCESSO,HECTOR,Biguaçu,SC,139.31852896566,140,-27.4961076,-48.654111
483,,3650,Ferreira Transportes,08.723.015/0001-90,,,,Biguaçu,SC,139.31852896566,140,-27.4961076,-48.654111
484,FEDEX BRASIL LOGISTICA E TRANSPORTE,2723,FEDEX - FLN - FLORIANOPOLIS,95.591.723/0049-63,,ENTERPRISE,GALAHAD,Biguaçu,SC,139.31852896566,140,-27.4961076,-48.654111
485,,3704,OCL COMÉRCIO E IMPORTAÇÃO LTDA,83.892.182/0007-75,,,,Biguaçu,SC,139.31852896566,140,-27.4961076,-48.654111
487,Jamef Transportes Ltda,5633,JAMEF TRANSPORTES LTDA -  Florianópolis,20.147.617/0006-56,Ativo,ENTERPRISE,GALAHAD,Biguaçu,SC,142.15288800062,150,-27.4961076,-48.654111
479,,5128,Nova Aliança Distribuidora Ltda,08.531.738/0001-97,Inativo,ROTA DE SUCESSO,BRASTIAS,Laurentino,SC,138.04512638304,140,-27.2193231,-49.7322856
480,,5190,Rodopiana Transportes LTDA,54.902.097/0001-57,Recorrente,MEDIAS EMPRESAS,LUCAN,Laurentino,SC,138.06003175779,140,-27.2193231,-49.7322856
486,CONCRESERV SUDESTE S/A,5686,FLORIANÓPOLISCONCRESERV SUL -,06.262.453/0018-10,Ativo,ROTA DE SUCESSO,BRASTIAS,Florianópolis,SC,142.15105795604,150,-27.5973002,-48.5496098
